id,year,firstyear_spell,event,event2,deceased,time,lastyear_spell,listing,uri,rank,worth,country,selfmade,sector,age,age_imputed,worth_def,female,gensource,first_2010,continent
2607,2013,2013,1,1,0,11,2023,1,murali-divi,1107,1300,India,1,2. New Sector,62,NA,1001,0,Self-made male,0,Asia
2608,2010,2010,1,1,0,14,2023,1,murat-ulker,463,2100,Turkey,0,5. Tradable,51,NA,1512,0,Inherited male,1,Asia
2609,2010,2010,1,1,0,14,2023,1,murat-vargi,937,1000,Turkey,1,2. New Sector,63,NA,720,0,Self-made male,1,Asia
2610,2011,2011,1,1,0,13,2023,1,murdaya-poo,1057,1100,Indonesia,0,6. Diversified / Other,70,NA,814,0,Inherited male,0,Asia
2612,2022,2022,0,0,0,1,2022,1,mustafa-hamied,2448,1100,India,0,2. New Sector,82,NA,1045,0,Inherited male,0,Asia
2613,2016,2016,1,1,0,8,2023,1,mustafa-kucuk,906,2000,Turkey,1,3. Nontradable,53,NA,1580,0,Self-made male,0,Asia
2614,2010,2010,1,1,0,9,2018,1,mustafa-latif-topbas,937,1000,Turkey,1,3. Nontradable,66,NA,720,0,Self-made male,1,Asia
2615,2010,2010,1,1,0,14,2023,1,mustafa-rahmi-koc,616,1600,Turkey,0,6. Diversified / Other,80,NA,1152,0,Inherited male,1,Asia
2616,2011,2011,1,1,1,3,2013,1,mustafa-vehbi-koc,993,1200,Turkey,0,6. Diversified / Other,51,NA,888,0,Inherited male,0,Asia
2616,2015,2015,0,1,1,1,2015,2,mustafa-vehbi-koc,1712,1050,Turkey,0,6. Diversified / Other,55,NA,819,0,Inherited male,0,Asia
2617,2018,2018,1,1,0,6,2023,1,myron-wentz,1999,1100,St. Kitts and Nevis,1,3. Nontradable,78,NA,913,0,Self-made male,0,North America
2618,2010,2010,1,1,0,10,2019,1,n-murray-edwards,721,1400,Canada,1,1. Resource-related,51,NA,1008,0,Self-made male,1,North America
2618,2021,2021,1,1,0,3,2023,2,n-murray-edwards,1750,1800,Canada,1,1. Resource-related,62,NA,1584,0,Self-made male,0,North America
2619,2010,2010,1,1,0,5,2014,1,nadhmi-auchi,556,1800,United Kingdom,1,4. Financial,73,NA,1296,0,Self-made male,1,Europe
2620,2022,2022,1,1,0,2,2023,1,nadia-thiele,1238,2500,Germany,0,4. Financial,46,NA,2375,1,Inherited female,0,Europe
2621,2016,2016,1,1,0,8,2023,1,nadir-godrej,810,2200,India,0,6. Diversified / Other,65,NA,1738,0,Inherited male,0,Asia
2622,2010,2010,1,1,0,14,2023,1,naguib-sawiris,374,2500,Egypt,0,2. New Sector,56,NA,1800,0,Inherited male,1,Africa
2623,2010,2010,1,1,0,14,2023,1,najib-mikati,374,2500,Lebanon,1,2. New Sector,55,NA,1800,0,Self-made male,1,Africa
2624,2010,2010,1,1,0,2,2011,1,nancy-lerner,937,1000,United States,0,4. Financial,50,NA,720,1,Inherited female,1,North America
2624,2016,2016,1,1,0,8,2023,2,nancy-lerner,1694,1000,United States,0,4. Financial,56,NA,790,1,Inherited female,0,North America
2625,2010,2010,1,1,0,14,2023,1,nancy-walton-laurie,363,2700,United States,0,3. Nontradable,59,NA,1944,1,Inherited female,1,North America
2626,2010,2010,1,1,0,14,2023,1,nandan-nilekani,721,1400,India,1,2. New Sector,55,NA,1008,0,Self-made male,1,Asia
2627,2021,2021,1,1,0,3,2023,1,naomi-azrieli,2524,1100,Canada,0,4. Financial,56,NA,968,1,Inherited female,0,North America
2628,2020,2020,1,1,0,4,2023,1,narendrakumar-parekh,1513,1400,India,0,5. Tradable,82,NA,1204,0,Inherited male,0,Asia
2629,2022,2022,0,0,1,1,2022,1,nari-genomal,2578,1000,Cyprus,0,3. Nontradable,82,NA,950,0,Inherited male,0,Europe
2630,2014,2014,1,1,0,3,2016,1,naruatsu-baba,796,2200,Japan,1,2. New Sector,36,NA,1716,0,Self-made male,0,Asia
2631,2010,2010,1,1,0,14,2023,1,nassef-sawiris,127,5900,Egypt,0,5. Tradable,49,NA,4248,0,Inherited male,1,Africa
2632,2010,2010,0,1,1,2,2011,1,nasser-al-kharafi,77,8700,Kuwait,0,6. Diversified / Other,67,NA,6264,0,Inherited male,1,Asia
2633,2010,2010,1,1,0,4,2013,1,nasser-khalili,937,1000,United Kingdom,1,4. Financial,65,NA,720,0,Self-made male,1,Europe
2634,2015,2015,1,1,0,9,2023,1,nathan-blecharczyk,1006,1900,United States,1,2. New Sector,32,NA,1482,0,Self-made male,0,North America
2635,2013,2013,1,1,0,11,2023,1,nathan-kirsh,437,3100,Swaziland,1,3. Nontradable,81,NA,2387,0,Self-made male,0,Africa
2636,2012,2012,1,1,0,1,2012,1,nathaniel-rothschild,1153,1000,Canada,0,4. Financial,41,NA,760,0,Inherited male,0,North America
2637,2020,2020,1,1,0,4,2023,1,neal-blue,437,4100,United States,1,5. Tradable,85,NA,3526,0,Self-made male,0,North America
2638,2013,2013,0,1,1,5,2017,1,neal-patterson,1031,1400,United States,1,2. New Sector,64,NA,1078,0,Self-made male,0,North America
2639,2020,2020,1,1,0,4,2023,1,neerja-sethi,1990,1000,United States,1,2. New Sector,65,NA,860,1,Self-made female,0,North America
2640,2014,2014,1,1,0,1,2014,1,neide-helena-de-moraes,1540,1050,Brazil,0,6. Diversified / Other,59,NA,819,1,Inherited female,0,South America
2640,2022,2022,1,1,0,2,2023,2,neide-helena-de-moraes,2190,1300,Brazil,0,6. Diversified / Other,67,NA,1235,1,Inherited female,0,South America
2641,2010,2010,1,1,0,14,2023,1,neil-bluhm,655,1500,United States,1,4. Financial,72,NA,1080,0,Self-made male,1,North America
2642,2015,2015,1,1,0,9,2023,1,neil-shen,1741,1000,Hong Kong,1,4. Financial,48,NA,780,0,Self-made male,0,Asia
2643,2010,2010,1,1,0,14,2023,1,nelson-peltz,880,1100,United States,1,4. Financial,68,NA,792,0,Self-made male,1,North America
2644,2014,2014,1,1,0,2,2015,1,nerijus-numavicius,1565,1000,Lithuania,1,3. Nontradable,47,NA,780,0,Self-made male,0,Europe
2645,2021,2021,1,1,0,3,2023,1,nerio-alessandri,2263,1300,Italy,1,5. Tradable,60,NA,1144,0,Self-made male,0,Europe
2646,2012,2012,1,1,0,4,2015,1,nevaldo-rocha,491,2500,Brazil,1,3. Nontradable,83,NA,1900,0,Self-made male,0,South America
2646,2017,2017,1,1,0,3,2019,2,nevaldo-rocha,1567,1300,Brazil,1,3. Nontradable,88,NA,1053,0,Self-made male,0,South America
2647,2013,2013,1,1,0,1,2013,1,nezih-barut,1268,1100,Turkey,0,2. New Sector,61,NA,847,0,Inherited male,0,Asia
2648,2019,2019,1,1,0,1,2019,1,nguyen-dang-quang,1717,1300,Vietnam,1,5. Tradable,56,NA,1092,0,Self-made male,0,Asia
2648,2021,2021,1,1,0,3,2023,2,nguyen-dang-quang,2378,1200,Vietnam,1,5. Tradable,58,NA,1056,0,Self-made male,0,Asia
2649,2022,2022,1,1,0,2,2023,1,ni-yongpei,1238,2500,China,1,5. Tradable,70,NA,2375,0,Self-made male,0,Asia
2650,2013,2013,1,1,0,7,2019,1,ni-zhaoxing,1161,1250,China,1,4. Financial,57,NA,962.5,0,Self-made male,0,Asia
2651,2010,2010,1,1,0,14,2023,1,nicholas-pritzker,937,1000,United States,0,4. Financial,66,NA,720,0,Inherited male,1,North America
2652,2013,2013,1,1,0,3,2015,1,nicholas-woodman,1107,1300,United States,1,2. New Sector,38,NA,1001,0,Self-made male,0,North America
2653,2017,2017,1,1,0,7,2023,1,nick-caporella,896,2300,United States,1,5. Tradable,81,NA,1863,0,Self-made male,0,North America
2654,2021,2021,1,1,0,1,2021,1,nick-molnar,1750,1800,Australia,1,4. Financial,31,NA,1584,0,Self-made male,0,Oceania
2655,2010,2010,1,1,0,14,2023,1,nicky-oppenheimer,154,5000,South Africa,0,1. Resource-related,65,NA,3600,0,Inherited male,1,Africa
2656,2013,2013,1,1,0,11,2023,1,nicola-bulgari,1107,1300,Italy,0,3. Nontradable,72,NA,1001,0,Inherited male,0,Europe
2657,2016,2016,1,1,0,8,2023,1,nicola-leibinger-kammueller,1577,1100,Germany,0,5. Tradable,57,NA,869,1,Inherited female,0,Europe
2658,2010,2010,1,1,0,14,2023,1,nicolas-berggruen,437,2200,United States,0,4. Financial,49,NA,1584,0,Inherited male,1,North America
2659,2023,2023,1,1,0,1,2023,1,nicolas-dieteren,787,3600,Belgium,0,5. Tradable,48,NA,3600,0,Inherited male,0,Europe
2660,2010,2010,0,1,1,1,2010,1,nicolas-hayek,232,3900,Switzerland,0,5. Tradable,82,NA,2808,0,Inherited male,1,Europe
2661,2013,2013,1,1,0,11,2023,1,nicolas-puech,704,2100,France,0,3. Nontradable,70,NA,1617,0,Inherited male,0,Europe
2662,2023,2023,1,1,0,1,2023,1,nicoletta-zampillo,818,3500,Italy,0,3. Nontradable,65,NA,3500,1,Inherited female,0,Europe
2663,2010,2010,1,1,0,14,2023,1,niels-peter-louis-hansen,655,1500,Denmark,0,2. New Sector,63,NA,1080,0,Inherited male,1,Europe
2664,2018,2018,1,1,0,6,2023,1,nigel-austin,1650,1400,Australia,1,3. Nontradable,48,NA,1162,0,Self-made male,0,Oceania
2665,2011,2011,1,1,0,3,2013,1,nihat-ozdemir,993,1200,Turkey,1,6. Diversified / Other,61,NA,888,0,Self-made male,0,Asia
2665,2016,2016,1,1,0,8,2023,2,nihat-ozdemir,1367,1300,Turkey,1,6. Diversified / Other,66,NA,1027,0,Self-made male,0,Asia
2666,2020,2020,1,1,0,4,2023,1,nik-storonsky,1851,1100,United Kingdom,1,4. Financial,36,NA,946,0,Self-made male,0,Europe
2667,2023,2023,1,1,0,1,2023,1,nikhil-kamath,2405,1100,India,1,4. Financial,37,NA,1100,0,Self-made male,0,Asia
2668,2022,2022,1,1,0,2,2023,1,nikil-viswanathan-1,1292,2400,United States,1,2. New Sector,35,NA,2280,0,Self-made male,0,North America
2669,2011,2011,1,1,0,4,2014,1,nikita-mishin,1057,1100,Russia,1,3. Nontradable,40,NA,814,0,Self-made male,0,Asia
2669,2018,2018,1,1,0,2,2019,2,nikita-mishin,1999,1100,Russia,1,3. Nontradable,47,NA,913,0,Self-made male,0,Asia
2670,2014,2014,0,1,1,4,2017,1,niklas-herlin,1465,1100,Finland,0,5. Tradable,51,NA,858,0,Inherited male,0,Europe
2671,2015,2015,1,1,0,1,2015,1,nikolai-buinov,1118,1700,Russia,1,1. Resource-related,48,NA,1326,0,Self-made male,0,Asia
2671,2017,2017,1,1,0,7,2023,2,nikolai-buinov,939,2200,Russia,1,1. Resource-related,50,NA,1782,0,Self-made male,0,Asia
2672,2011,2011,1,1,0,5,2015,1,nikolai-maximov,993,1200,Russia,1,4. Financial,54,NA,888,0,Self-made male,0,Asia
2673,2011,2011,1,1,0,4,2014,1,nikolai-sarkisov,833,1500,Russia,1,4. Financial,43,NA,1110,0,Self-made male,0,Asia
2674,2010,2010,1,1,0,6,2015,1,nikolai-tsvetkov,297,3200,Russia,1,4. Financial,50,NA,2304,0,Self-made male,1,Asia
2675,2018,2018,1,1,0,1,2018,1,nimesh-kampani,1650,1400,India,1,4. Financial,72,NA,1162,0,Self-made male,0,Asia
2676,2018,2018,1,1,0,1,2018,1,ning-tang,1561,1500,China,1,4. Financial,45,NA,1245,0,Self-made male,0,Asia
2677,2021,2021,1,1,0,3,2023,1,ning-wang-1,421,6300,China,1,3. Nontradable,34,NA,5544,0,Self-made male,0,Asia
2678,2023,2023,1,1,0,1,2023,1,ning-zhao,2259,1200,United States,1,2. New Sector,56,NA,1200,1,Self-made female,0,North America
2679,2023,2023,1,1,0,1,2023,1,niraj-bajaj-1,1104,2700,India,0,6. Diversified / Other,69,NA,2700,0,Inherited male,0,Asia
2680,2018,2018,1,1,0,2,2019,1,niraj-shah,1477,1600,United States,1,2. New Sector,44,NA,1328,0,Self-made male,0,North America
2680,2021,2021,0,0,0,2,2022,2,niraj-shah,831,3600,United States,1,2. New Sector,47,NA,3168,0,Self-made male,0,North America
2681,2015,2015,1,1,0,9,2023,1,niranjan-hiranandani,1638,1100,India,1,4. Financial,65,NA,858,0,Self-made male,0,Asia
2682,2013,2013,1,1,0,5,2017,1,nirav-modi,1342,1000,India,0,3. Nontradable,42,NA,770,0,Inherited male,0,Asia
2683,2018,2018,1,1,0,1,2018,1,nirmal-minda,2124,1000,India,0,5. Tradable,61,NA,830,0,Inherited male,0,Asia
2683,2021,2021,1,1,0,3,2023,2,nirmal-minda,2141,1400,India,0,5. Tradable,64,NA,1232,0,Inherited male,0,Asia
2684,2023,2023,1,1,0,1,2023,1,nithin-kamath,1104,2700,India,1,4. Financial,44,NA,2700,0,Self-made male,0,Asia
2685,2018,2018,1,1,0,6,2023,1,niti-osathanugrah,1999,1100,Thailand,0,4. Financial,45,NA,913,0,Inherited male,0,Asia
2686,2012,2012,1,1,0,1,2012,1,niu-yishun,1153,1000,China,1,5. Tradable,57,NA,760,0,Self-made male,0,Asia
2687,2011,2011,1,1,0,13,2023,1,noam-gottesman,879,1400,United States,1,4. Financial,50,NA,1036,0,Self-made male,0,North America
2688,2010,2010,1,1,0,1,2010,1,nobutada-saji,93,7500,Japan,0,5. Tradable,65,NA,5400,0,Inherited male,1,Asia
2688,2013,2013,1,1,0,11,2023,2,nobutada-saji,1031,1400,Japan,0,5. Tradable,68,NA,1078,0,Inherited male,0,Asia
2689,2010,2010,1,1,0,3,2012,1,nobutoshi-shimamura,937,1000,Japan,1,3. Nontradable,84,NA,720,0,Self-made male,1,Asia
2689,2016,2016,1,1,0,3,2018,2,nobutoshi-shimamura,1577,1100,Japan,1,3. Nontradable,90,NA,869,0,Self-made male,0,Asia
2689,2021,2021,1,1,0,3,2023,3,nobutoshi-shimamura,2141,1400,Japan,1,3. Nontradable,95,NA,1232,0,Self-made male,0,Asia
2690,2011,2011,1,1,0,1,2011,1,nochi-dankner,1140,1000,Israel,1,6. Diversified / Other,57,NA,740,0,Self-made male,0,Asia
2691,2016,2016,1,1,0,8,2023,1,norbert-dentressangle,1577,1100,France,1,3. Nontradable,62,NA,869,0,Self-made male,0,Europe
2692,2010,2010,1,1,0,2,2011,1,norma-lerner,937,1000,United States,0,4. Financial,74,NA,720,1,Inherited female,1,North America
2692,2016,2016,1,1,0,8,2023,2,norma-lerner,1694,1000,United States,0,4. Financial,80,NA,790,1,Inherited female,0,North America
2693,2010,2010,1,1,0,14,2023,1,norman-braman,773,1300,United States,1,5. Tradable,78,NA,936,0,Self-made male,1,North America
2694,2021,2021,1,1,0,3,2023,1,noubar-afeyan,1664,1900,United States,1,2. New Sector,59,NA,1672,0,Self-made male,0,North America
2695,2010,2010,1,1,0,14,2023,1,nr-narayana-murthy,616,1600,India,1,2. New Sector,64,NA,1152,0,Self-made male,1,Asia
2696,2010,2010,1,1,0,2,2011,1,nurzhan-subkhanberdin,880,1100,Kazakhstan,1,4. Financial,45,NA,792,0,Self-made male,1,Asia
2697,2017,2017,1,1,0,7,2023,1,nusli-wadia,544,3500,India,0,5. Tradable,73,NA,2835,0,Inherited male,0,Asia
2698,2021,2021,1,1,0,1,2021,1,nutchamai-thanombooncharoen,2378,1200,Thailand,1,5. Tradable,59,NA,1056,1,Self-made female,0,Asia
2699,2017,2017,1,1,0,1,2017,1,o-bruton-smith,1940,1000,United States,1,5. Tradable,90,NA,810,0,Self-made male,0,North America
2700,2014,2014,1,1,0,10,2023,1,o-francis-biondi,1565,1000,United States,1,4. Financial,50,NA,780,0,Self-made male,0,North America
2701,2014,2014,1,1,0,10,2023,1,odd-reitan,396,3800,Norway,0,3. Nontradable,63,NA,2964,0,Inherited male,0,Europe
2702,2015,2015,1,1,0,9,2023,1,oei-hong-leong,1741,1000,Singapore,0,4. Financial,67,NA,780,0,Inherited male,0,Asia
2703,2010,2010,1,1,0,4,2013,1,olav-thon,437,2200,Norway,1,4. Financial,87,NA,1584,0,Self-made male,1,Europe
2704,2011,2011,1,1,0,1,2011,1,oleg-bakhmatyuk,1140,1000,Ukraine,1,5. Tradable,36,NA,740,0,Self-made male,0,Europe
2705,2011,2011,1,1,0,13,2023,1,oleg-boyko,1140,1000,Russia,1,6. Diversified / Other,47,NA,740,0,Self-made male,0,Asia
2706,2010,2010,1,1,0,14,2023,1,oleg-deripaska,57,10700,Russia,1,1. Resource-related,42,NA,7704,0,Self-made male,1,Asia
2707,2014,2014,1,1,0,1,2014,1,oleg-tinkov,1210,1400,Russia,1,4. Financial,47,NA,1092,0,Self-made male,0,Asia
2707,2017,2017,1,1,0,5,2021,2,oleg-tinkov,1678,1200,Russia,1,4. Financial,50,NA,972,0,Self-made male,0,Asia
2708,2018,2018,1,1,0,1,2018,1,olgun-zorlu,2124,1000,Turkey,0,6. Diversified / Other,54,NA,830,0,Inherited male,0,Asia
2709,2015,2015,1,1,0,1,2015,1,oliver-samwer,1118,1700,Germany,1,2. New Sector,42,NA,1326,0,Self-made male,0,Europe
2709,2018,2018,1,1,0,1,2018,2,oliver-samwer,1999,1100,Germany,1,2. New Sector,45,NA,913,0,Self-made male,0,Europe
2709,2021,2021,0,0,0,2,2022,3,oliver-samwer,2141,1400,Germany,1,2. New Sector,48,NA,1232,0,Self-made male,0,Europe
2710,2023,2023,1,1,0,1,2023,1,olivier-bouygues,1434,2100,France,0,5. Tradable,73,NA,2100,0,Inherited male,0,Europe
2712,2019,2019,0,1,1,2,2020,1,olivier-dassault,272,6000,France,0,6. Diversified / Other,68,NA,5040,0,Inherited male,0,Europe
2713,2021,2021,1,1,0,3,2023,1,olivier-pomel,1664,1900,France,1,2. New Sector,44,NA,1672,0,Self-made male,0,Europe
2715,2010,2010,1,1,1,6,2015,1,onsi-sawiris,307,3100,Egypt,1,5. Tradable,80,NA,2232,0,Self-made male,1,Africa
2715,2017,2017,0,1,1,1,2017,2,onsi-sawiris,1678,1200,Egypt,1,5. Tradable,87,NA,972,0,Self-made male,0,Africa
2716,2010,2010,1,1,0,14,2023,1,oprah-winfrey,400,2400,United States,1,3. Nontradable,56,NA,1728,1,Self-made female,1,North America
2717,2010,2010,1,1,0,14,2023,1,or-wai-sheun,556,1800,Hong Kong,1,4. Financial,59,NA,1296,0,Self-made male,1,Asia
2718,2022,2022,1,1,0,2,2023,1,oren-zeev,1012,3000,Israel,1,4. Financial,58,NA,2850,0,Self-made male,0,Asia
2719,2016,2016,1,1,0,2,2017,1,orion-hindawi,1694,1000,United States,1,2. New Sector,36,NA,790,0,Self-made male,0,North America
2719,2020,2020,1,1,0,4,2023,2,orion-hindawi,1415,1500,United States,1,2. New Sector,40,NA,1290,0,Self-made male,0,North America
2720,2020,2020,1,1,0,4,2023,1,orlando-bravo,680,3000,United States,1,4. Financial,50,NA,2580,0,Self-made male,0,North America
2721,2017,2017,1,1,0,7,2023,1,osman-kibar,1030,2000,United States,1,2. New Sector,46,NA,1620,0,Self-made male,0,North America
2722,2012,2012,1,1,0,8,2019,1,othman-benjelloun,546,2300,Morocco,0,4. Financial,80,NA,1748,0,Inherited male,0,Africa
2722,2021,2021,1,1,0,3,2023,2,othman-benjelloun,2263,1300,Morocco,0,4. Financial,89,NA,1144,0,Inherited male,0,Africa
2723,2010,2010,0,1,1,3,2012,1,otto-beisheim,249,3600,Germany,1,3. Nontradable,86,NA,2592,0,Self-made male,1,Europe
2724,2010,2010,1,1,0,14,2023,1,otto-happel,354,2800,Germany,0,5. Tradable,62,NA,2016,0,Inherited male,1,Europe
2725,2016,2016,1,1,0,8,2023,1,otto-philipp-braun,612,2800,Germany,0,2. New Sector,38,NA,2212,0,Inherited male,0,Europe
2726,2022,2022,1,1,0,2,2023,1,otto-toto-sugiri,1292,2400,Indonesia,1,2. New Sector,69,NA,2280,0,Self-made male,0,Asia
2727,2018,2018,1,1,0,2,2019,1,ou-xueming,1650,1400,China,1,4. Financial,69,NA,1162,0,Self-made male,0,Asia
2727,2021,2021,1,1,0,1,2021,2,ou-xueming,2524,1100,China,1,4. Financial,72,NA,968,0,Self-made male,0,Asia
2728,2015,2015,1,1,0,1,2015,1,ou-zonghong,1638,1100,China,1,4. Financial,46,NA,858,0,Self-made male,0,Asia
2728,2018,2018,1,1,0,2,2019,2,ou-zonghong,1561,1500,China,1,4. Financial,49,NA,1245,0,Self-made male,0,Asia
2729,2016,2016,1,1,0,6,2021,1,ou-zongrong,1367,1300,China,1,4. Financial,52,NA,1027,0,Self-made male,0,Asia
2730,2021,2021,1,1,0,3,2023,1,pablo-legorreta,1064,2900,United States,1,4. Financial,58,NA,2552,0,Self-made male,0,North America
2731,2010,2010,0,0,1,13,2022,1,pallonji-mistry,129,5800,Ireland,0,5. Tradable,81,NA,4176,0,Inherited male,1,Europe
2732,2023,2023,1,1,0,1,2023,1,palmer-luckey,1725,1700,United States,1,2. New Sector,31,NA,1700,0,Self-made male,0,North America
2733,2018,2018,1,1,0,6,2023,1,pamela-mars,296,5900,United States,0,5. Tradable,58,NA,4897,1,Inherited female,0,North America
2734,2021,2021,1,1,0,3,2023,1,pan-dong-1,297,8300,Canada,1,3. Nontradable,56,NA,7304,1,Self-made female,0,North America
2735,2021,2021,0,0,0,2,2022,1,pan-gang,1931,1600,China,1,5. Tradable,51,NA,1408,0,Self-made male,0,Asia
2736,2019,2019,1,1,0,5,2023,1,pan-laican,1605,1400,China,1,5. Tradable,63.73740777,63.73740777,1176,0,Self-made male,0,Asia
2737,2023,2023,1,1,0,1,2023,1,pan-longquan,2020,1400,China,1,5. Tradable,58,NA,1400,0,Self-made male,0,Asia
2738,2023,2023,1,1,0,1,2023,1,pan-shiyi,2020,1400,China,1,4. Financial,60,NA,1400,0,Self-made male,0,Asia
2739,2015,2015,1,1,0,6,2020,1,pan-sutong,153,8600,Hong Kong,1,4. Financial,52,NA,6708,0,Self-made male,0,Asia
2740,2016,2016,1,1,0,5,2020,1,pan-weiming,1577,1100,China,1,4. Financial,52,NA,869,0,Self-made male,0,Asia
2741,2014,2014,1,1,0,10,2023,1,pang-kang,687,2500,China,1,5. Tradable,58,NA,1950,0,Self-made male,0,Asia
2742,2010,2010,1,1,0,14,2023,1,pankaj-patel,655,1500,India,0,2. New Sector,57,NA,1080,0,Inherited male,1,Asia
2743,2012,2012,1,1,0,12,2023,1,pansy-ho,314,3500,Hong Kong,0,3. Nontradable,50,NA,2660,1,Inherited female,0,Asia
2744,2023,2023,1,1,0,1,2023,1,paola-del-vecchio,818,3500,Italy,0,3. Nontradable,62,NA,3500,1,Inherited female,0,Europe
2745,2016,2016,1,1,0,3,2018,1,paolo-barilla,906,2000,Italy,0,5. Tradable,55,NA,1580,0,Inherited male,0,Europe
2746,2013,2013,1,1,0,11,2023,1,paolo-bulgari,1031,1400,Italy,0,3. Nontradable,76,NA,1078,0,Inherited male,0,Europe
2748,2023,2023,1,1,0,1,2023,1,paolo-rocca,1104,2700,Italy,0,1. Resource-related,71,NA,2700,0,Inherited male,0,Europe
2749,2013,2013,1,1,0,8,2020,1,park-hyeon-joo,1342,1000,South Korea,1,4. Financial,55,NA,770,0,Self-made male,0,Asia
2749,2022,2022,0,0,0,1,2022,2,park-hyeon-joo,2448,1100,South Korea,1,4. Financial,64,NA,1045,0,Self-made male,0,Asia
2750,2022,2022,0,0,0,1,2022,1,park-kwan-ho,2324,1200,South Korea,1,3. Nontradable,50,NA,1140,0,Self-made male,0,Asia
2751,2018,2018,0,1,1,3,2020,1,park-yeon-cha,1394,1700,South Korea,1,5. Tradable,73,NA,1411,0,Self-made male,0,Asia
2752,2023,2023,1,1,0,1,2023,1,parker-conrad,1647,1800,United States,1,2. New Sector,43,NA,1800,0,Self-made male,0,North America
2753,2010,2010,1,1,0,14,2023,1,pat-stryker,655,1500,United States,0,2. New Sector,54,NA,1080,1,Inherited female,1,North America
2754,2010,2010,1,1,0,10,2019,1,patokh-chodiev,287,3300,Belgium,1,1. Resource-related,57,NA,2376,0,Self-made male,1,Europe
2755,2010,2010,1,1,0,14,2023,1,patrice-motsepe,421,2300,South Africa,1,1. Resource-related,48,NA,1656,0,Self-made male,1,Africa
2756,2013,2013,1,1,0,3,2015,1,patricia-angelini-rossi,1342,1000,Chile,0,6. Diversified / Other,59,NA,770,1,Inherited female,0,South America
2756,2017,2017,1,1,0,7,2023,2,patricia-angelini-rossi,1567,1300,Chile,0,6. Diversified / Other,63,NA,1053,1,Inherited female,0,South America
2757,2013,2013,1,1,0,5,2017,1,patricia-matte,363,3700,Chile,0,5. Tradable,70,NA,2849,1,Inherited female,0,South America
2758,2010,2010,0,1,1,1,2010,1,patrick-bowlen,937,1000,United States,0,5. Tradable,66,NA,720,0,Inherited male,1,North America
2759,2017,2017,1,1,0,7,2023,1,patrick-collison,1795,1100,Ireland,1,2. New Sector,29,NA,891,0,Self-made male,0,Europe
2760,2014,2014,1,1,0,10,2023,1,patrick-drahi,215,6300,France,1,2. New Sector,51,NA,4914,0,Self-made male,0,Europe
2761,2020,2020,1,1,0,4,2023,1,patrick-hanrahan,1851,1100,United States,1,2. New Sector,65,NA,946,0,Self-made male,0,North America
2762,2010,2010,1,1,0,14,2023,1,patrick-lee,488,2000,Hong Kong,1,5. Tradable,68,NA,1440,0,Self-made male,1,Asia
2763,2010,2010,0,1,1,5,2014,1,patrick-mcgovern,307,3100,United States,1,3. Nontradable,73,NA,2232,0,Self-made male,1,North America
2764,2010,2010,1,1,0,14,2023,1,patrick-ryan,721,1400,United States,1,4. Financial,73,NA,1008,0,Self-made male,1,North America
2765,2010,2010,1,1,0,14,2023,1,patrick-soon-shiong,154,5000,United States,1,2. New Sector,58,NA,3600,0,Self-made male,1,North America
2766,2021,2021,0,0,0,2,2022,1,patrick-zalupski,2263,1300,United States,1,4. Financial,41,NA,1144,0,Self-made male,0,North America
2767,2012,2012,1,1,0,12,2023,1,patrizio-bertelli,296,3700,Italy,1,3. Nontradable,66,NA,2812,0,Self-made male,0,Europe
